,TOA5 idea concrete cr 1000,IDEA_Concrete_cell,CR1000,91194,CR1000.Std.32.03,CPU:Concrete_20190329.CR1,430,Hydro,,,,,
Rain_in_Tot,TIMESTAMP,CnoC_Level_Avg,CC_Level_Avg,CnoC_Stage_Avg,CC_Stage_Avg,CnoC_Flow_Avg,CC_Flow_Avg,CnoC_Sample_Pulses_Max,CC_Sample_Pulses_Max,CnoC_GoodSample_Max,CC_GoodSample_Max,,
In,TS,Ft,Ft,Ft,Ft,GPM,GPM,Pulses,Pulses,Samples,Samples,,
Tot,,Avg,Avg,Avg,Avg,Avg,Avg,Max,Max,Max,Max,,
0,9/13/2019 2:30,0.7675326,1.074146,-0.07074796,-0.02324897,0,0,17,1348,0,1,,
0,9/13/2019 2:35,0.767459,1.074149,-0.07082168,-0.02324564,0,0,17,1348,0,1,,
0,9/13/2019 2:40,0.7672681,1.074171,-0.07101262,-0.02322349,0,0,17,1348,0,1,,
0,9/13/2019 2:45,0.7676662,1.074391,-0.07061443,-0.02300337,0,0,17,1348,0,1,,
0,9/13/2019 2:50,0.7675012,1.074343,-0.07077939,-0.02305186,0,0,17,1348,0,1,,
0,9/13/2019 2:55,0.7676302,1.074301,-0.07065047,-0.02309368,0,0,17,1348,0,1,,
0,9/13/2019 3:00,0.7674047,1.07426,-0.07087587,-0.02313449,0,0,17,1348,0,1,,
0,9/13/2019 3:05,0.7674277,1.074206,-0.07085286,-0.02318861,0,0,17,1348,0,1,,
0,9/13/2019 3:10,0.7673654,1.07416,-0.07091527,-0.02323493,0,0,17,1348,0,1,,
0,9/13/2019 3:15,0.7675657,1.074303,-0.07071497,-0.02309219,0,0,17,1348,0,1,,
0,9/13/2019 3:20,0.7674238,1.074316,-0.07085685,-0.02307835,0,0,17,1348,0,1,,
0,9/13/2019 3:25,0.7674208,1.074227,-0.07085984,-0.0231679,0,0,17,1348,0,1,,
0,9/13/2019 3:30,0.7673859,1.074161,-0.07089475,-0.02323374,0,0,17,1348,0,1,,
0,9/13/2019 3:35,0.7674561,1.074288,-0.07082456,-0.02310685,0,0,17,1348,0,1,,
0,9/13/2019 3:40,0.7674482,1.07415,-0.07083241,-0.02324514,0,0,17,1348,0,1,,
0,9/13/2019 3:45,0.7674459,1.074375,-0.07083476,-0.0230195,0,0,17,1348,0,1,,
0,9/13/2019 3:50,0.7674344,1.074276,-0.07084624,-0.02311879,0,0,17,1348,0,1,,
0,9/13/2019 3:55,0.767702,1.074135,-0.07057858,-0.02326024,0,0,17,1348,0,1,,
0,9/13/2019 4:00,0.7674869,1.074313,-0.07079375,-0.02308175,0,0,17,1348,0,1,,
0,9/13/2019 4:05,0.767567,1.074111,-0.07071362,-0.02328419,0,0,17,1348,0,1,,
0,9/13/2019 4:10,0.767368,1.074315,-0.07091265,-0.02308002,0,0,17,1348,0,1,,
0,9/13/2019 4:15,0.7676485,1.074162,-0.07063221,-0.02323254,0,0,17,1348,0,1,,
0,9/13/2019 4:20,0.7674971,1.074209,-0.07078358,-0.02318558,0,0,17,1348,0,1,,
0,9/13/2019 4:25,0.7676773,1.074301,-0.07060337,-0.02309335,0,0,17,1348,0,1,,
0,9/13/2019 4:30,0.7673539,1.074211,-0.07092679,-0.02318329,0,0,17,1348,0,1,,
0,9/13/2019 4:35,0.7671614,1.0743,-0.07111927,-0.02309511,0,0,17,1348,0,1,,
0,9/13/2019 4:40,0.7674679,1.074119,-0.07081272,-0.02327593,0,0,17,1348,0,1,,
0,9/13/2019 4:45,0.7675011,1.074248,-0.07077952,-0.02314668,0,0,17,1348,0,1,,
0,9/13/2019 4:50,0.7675709,1.074409,-0.0707097,-0.02298622,0,0,17,1348,0,1,,
0,9/13/2019 4:55,0.7674744,1.074343,-0.07080619,-0.02305191,0,0,17,1348,0,1,,
0,9/13/2019 5:00,0.7674774,1.074372,-0.07080324,-0.0230232,0,0,17,1348,0,1,,
0,9/13/2019 5:05,0.7675028,1.074268,-0.07077783,-0.02312656,0,0,17,1348,0,1,,
0,9/13/2019 5:10,0.7672927,1.074236,-0.07098796,-0.02315849,0,0,17,1348,0,1,,
0,9/13/2019 5:15,0.7674978,1.074134,-0.07078286,-0.02326028,0,0,17,1348,0,1,,
0,9/13/2019 5:20,0.767469,1.074297,-0.07081161,-0.02309806,0,0,17,1348,0,1,,
0,9/13/2019 5:25,0.7675613,1.074275,-0.0707194,-0.0231197,0,0,17,1348,0,1,,
0,9/13/2019 5:30,0.7675299,1.074277,-0.07075072,-0.02311742,0,0,17,1348,0,1,,
0,9/13/2019 5:35,0.7674514,1.074201,-0.07082924,-0.02319329,0,0,17,1348,0,1,,
0,9/13/2019 5:40,0.7675428,1.074296,-0.07073788,-0.02309892,0,0,17,1348,0,1,,
0,9/13/2019 5:45,0.7674261,1.074225,-0.07085457,-0.02316993,0,0,17,1348,0,1,,
0,9/13/2019 5:50,0.7673178,1.074206,-0.07096283,-0.02318832,0,0,17,1348,0,1,,
0,9/13/2019 5:55,0.7675464,1.074201,-0.07073428,-0.02319365,0,0,17,1348,0,1,,
0,9/13/2019 6:00,0.7671862,1.074296,-0.07109441,-0.02309927,0,0,17,1348,0,1,,
0,9/13/2019 6:05,0.7671675,1.074333,-0.07111312,-0.02306223,0,0,17,1348,0,1,,
0.01,9/13/2019 6:10,0.7673168,1.074087,-0.07096384,-0.02330789,0,0,17,1348,0,1,,
0,9/13/2019 6:15,0.7674027,1.074135,-0.07087793,-0.02325959,0,0,17,1348,0,1,,
0,9/13/2019 6:20,0.7674562,1.074205,-0.07082441,-0.02318939,0,0,17,1348,0,1,,
0,9/13/2019 6:25,0.7674952,1.074227,-0.07078551,-0.02316742,0,0,17,1348,0,1,,
0,9/13/2019 6:30,0.7675275,1.074237,-0.0707531,-0.02315782,0,0,17,1348,0,1,,
0,9/13/2019 6:35,0.7674981,1.074141,-0.07078251,-0.02325351,0,0,17,1348,0,1,,
0,9/13/2019 6:40,0.7674911,1.074341,-0.07078953,-0.02305358,0,0,17,1348,0,1,,
0,9/13/2019 6:45,0.767642,1.074425,-0.07063866,-0.02296975,0,0,17,1348,0,1,,
0,9/13/2019 6:50,0.7674855,1.074242,-0.07079516,-0.02315267,0,0,17,1348,0,1,,
0,9/13/2019 6:55,0.767358,1.074378,-0.07092266,-0.02301654,0,0,17,1348,0,1,,
0,9/13/2019 7:00,0.7673708,1.074283,-0.07090989,-0.02311166,0,0,17,1348,0,1,,
0,9/13/2019 7:05,0.7674369,1.074286,-0.0708437,-0.02310857,0,0,17,1348,0,1,,
0,9/13/2019 7:10,0.7675211,1.074379,-0.07075956,-0.02301558,0,0,17,1348,0,1,,
0,9/13/2019 7:15,0.7675381,1.074375,-0.0707425,-0.02301969,0,0,17,1348,0,1,,
0,9/13/2019 7:20,0.767603,1.074262,-0.07067756,-0.02313265,0,0,17,1348,0,1,,
0,9/13/2019 7:25,0.7676857,1.074184,-0.07059498,-0.02321035,0,0,17,1348,0,1,,
0,9/13/2019 7:30,0.7676504,1.074251,-0.07063027,-0.0231435,0,0,17,1348,0,1,,
0,9/13/2019 7:35,0.7675072,1.074201,-0.07077347,-0.02319332,0,0,17,1348,0,1,,
0,9/13/2019 7:40,0.7678148,1.074273,-0.07046581,-0.02312172,0,0,17,1348,0,1,,
0,9/13/2019 7:45,0.7676398,1.074306,-0.07064082,-0.0230884,0,0,17,1348,0,1,,
0,9/13/2019 7:50,0.7676145,1.074203,-0.0706661,-0.02319125,0,0,17,1348,0,1,,
0,9/13/2019 7:55,0.7675615,1.074398,-0.07071917,-0.02299718,0,0,17,1348,0,1,,
0,9/13/2019 8:00,0.7675861,1.07428,-0.07069451,-0.0231147,0,0,17,1348,0,1,,
0,9/13/2019 8:05,0.7677034,1.074188,-0.07057727,-0.02320684,0,0,17,1348,0,1,,
0,9/13/2019 8:10,0.7677862,1.074274,-0.07049441,-0.02312032,0,0,17,1348,0,1,,
0,9/13/2019 8:15,0.7675633,1.074319,-0.07071735,-0.02307578,0,0,17,1348,0,1,,
0,9/13/2019 8:20,0.7675336,1.074255,-0.07074705,-0.0231401,0,0,17,1348,0,1,,
0,9/13/2019 8:25,0.7679293,1.074381,-0.07035134,-0.02301401,0,0,17,1348,0,1,,
0,9/13/2019 8:30,0.7677343,1.074275,-0.07054628,-0.02311981,0,0,17,1348,0,1,,
0,9/13/2019 8:35,0.7676739,1.074412,-0.07060672,-0.0229824,0,0,17,1348,0,1,,
0,9/13/2019 8:40,0.7676731,1.074175,-0.07060754,-0.02321935,0,0,17,1348,0,1,,
0,9/13/2019 8:45,0.7675865,1.07421,-0.07069418,-0.02318458,0,0,17,1348,0,1,,
0,9/13/2019 8:50,0.7675069,1.074162,-0.07077371,-0.02323321,0,0,17,1348,0,1,,
0,9/13/2019 8:55,0.7676809,1.074233,-0.07059975,-0.02316172,0,0,17,1348,0,1,,
0,9/13/2019 9:00,0.7676761,1.074257,-0.07060461,-0.02313767,0,0,17,1348,0,1,,
0,9/13/2019 9:05,0.7674035,1.074144,-0.07087711,-0.02325112,0,0,17,1348,0,1,,
0,9/13/2019 9:10,0.7675456,1.074336,-0.07073501,-0.02305911,0,0,17,1348,0,1,,
0,9/13/2019 9:15,0.7676134,1.074218,-0.07066722,-0.02317704,0,0,17,1348,0,1,,
0,9/13/2019 9:20,0.7675844,1.074141,-0.07069631,-0.02325408,0,0,17,1348,0,1,,
0,9/13/2019 9:25,0.7675831,1.074221,-0.07069746,-0.0231733,0,0,17,1348,0,1,,
0,9/13/2019 9:30,0.7676712,1.074067,-0.07060941,-0.02332748,0,0,17,1348,0,1,,
0,9/13/2019 9:35,0.7675229,1.074209,-0.07075775,-0.02318561,0,0,17,1348,0,1,,
0,9/13/2019 9:40,0.7673979,1.074121,-0.07088269,-0.02327394,0,0,17,1348,0,1,,
0,9/13/2019 9:45,0.7676677,1.074241,-0.07061302,-0.02315391,0,0,17,1348,0,1,,
0,9/13/2019 9:50,0.7674304,1.074323,-0.07085022,-0.02307145,0,0,17,1348,0,1,,
0,9/13/2019 9:55,0.7678007,1.074436,-0.07047995,-0.0229588,0,0,17,1348,0,1,,
0,9/13/2019 10:00,0.7677517,1.074343,-0.07052898,-0.02305194,0,0,17,1348,0,1,,
0,9/13/2019 10:05,0.7677036,1.074096,-0.07057708,-0.02329854,0,0,17,1348,0,1,,
0,9/13/2019 10:10,0.7679433,1.07443,-0.0703373,-0.02296455,0,0,17,1348,0,1,,
0,9/13/2019 10:15,0.7675737,1.07428,-0.07070696,-0.023115,0,0,17,1348,0,1,,
0,9/13/2019 10:20,0.767271,1.074147,-0.07100961,-0.02324802,0,0,17,1348,0,1,,
0,9/13/2019 10:25,0.7678232,1.074077,-0.07045747,-0.02331734,0,0,17,1348,0,1,,
0,9/13/2019 10:30,0.7675443,1.074055,-0.07073634,-0.0233402,0,0,17,1348,0,1,,
0,9/13/2019 10:35,0.7674022,1.074035,-0.07087842,-0.02335992,0,0,17,1348,0,1,,
0,9/13/2019 10:40,0.7677647,1.074155,-0.07051591,-0.02323945,0,0,17,1348,0,1,,
0,9/13/2019 10:45,0.7674459,1.074106,-0.07083476,-0.02328857,0,0,17,1348,0,1,,
0,9/13/2019 10:50,0.7675035,1.073972,-0.07077716,-0.02342276,0,0,17,1348,0,1,,
0,9/13/2019 10:55,0.767778,1.074062,-0.07050262,-0.02333305,0,0,17,1348,0,1,,
0,9/13/2019 11:00,0.7674051,1.074189,-0.07087557,-0.02320616,0,0,17,1348,0,1,,
0,9/13/2019 11:05,0.7677236,1.074225,-0.07055707,-0.02317013,0,0,17,1348,0,1,,
0,9/13/2019 11:10,0.767715,1.074159,-0.07056566,-0.02323573,0,0,17,1348,0,1,,
0,9/13/2019 11:15,0.7676728,1.073936,-0.0706078,-0.02345905,0,0,17,1348,0,1,,
0,9/13/2019 11:20,0.7674806,1.074224,-0.07080002,-0.02317088,0,0,17,1348,0,1,,
0,9/13/2019 11:25,0.7675627,1.074234,-0.070718,-0.02316032,0,0,17,1348,0,1,,
0,9/13/2019 11:30,0.7672729,1.07407,-0.07100768,-0.02332437,0,0,17,1348,0,1,,
0,9/13/2019 11:35,0.7676156,1.07409,-0.07066505,-0.02330448,0,0,17,1348,0,1,,
0,9/13/2019 11:40,0.7677341,1.074319,-0.07054655,-0.02307602,0,0,17,1348,0,1,,
0,9/13/2019 11:45,0.7675958,1.074092,-0.07068486,-0.02330246,0,0,17,1348,0,1,,
0,9/13/2019 11:50,0.7675575,1.074088,-0.07072313,-0.02330653,0,0,17,1348,0,1,,
0,9/13/2019 11:55,0.7674344,1.073945,-0.07084625,-0.02344941,0,0,17,1348,0,1,,
0,9/13/2019 12:00,0.7676365,1.074047,-0.07064407,-0.02334781,0,0,17,1348,0,1,,
0,9/13/2019 12:05,0.7677592,1.07408,-0.07052147,-0.02331461,0,0,17,1348,0,1,,
0,9/13/2019 12:10,0.7674838,1.074047,-0.07079684,-0.02334763,0,0,17,1348,0,1,,
0,9/13/2019 12:15,0.7673863,1.074098,-0.07089441,-0.02329694,0,0,17,1348,0,1,,
0,9/13/2019 12:20,0.7672364,1.074061,-0.07104425,-0.02333396,0,0,17,1348,0,1,,
0,9/13/2019 12:25,0.7672504,1.074057,-0.07103027,-0.02333786,0,0,17,1348,0,1,,
0,9/13/2019 12:30,0.7677299,1.074297,-0.07055072,-0.02309825,0,0,17,1348,0,1,,
0,9/13/2019 12:35,0.7676085,1.073921,-0.0706721,-0.0234734,0,0,17,1348,0,1,,
0,9/13/2019 12:40,0.7676676,1.074194,-0.07061307,-0.02320081,0,0,17,1348,0,1,,
0,9/13/2019 12:45,0.7676992,1.074247,-0.07058144,-0.023148,0,0,17,1348,0,1,,
0,9/13/2019 12:50,0.7677565,1.073991,-0.07052421,-0.02340387,0,0,17,1348,0,1,,
0,9/13/2019 12:55,0.7674768,1.074175,-0.07080384,-0.02321988,0,0,17,1348,0,1,,
0,9/13/2019 13:00,0.7673815,1.074108,-0.07089913,-0.02328677,0,0,17,1348,0,1,,
0,9/13/2019 13:05,0.7675459,1.074041,-0.07073472,-0.02335383,0,0,17,1348,0,1,,
0,9/13/2019 13:10,0.7675503,1.074253,-0.07073033,-0.02314144,0,0,17,1348,0,1,,
0,9/13/2019 13:15,0.7673627,1.073961,-0.07091796,-0.02343357,0,0,17,1348,0,1,,
0,9/13/2019 13:20,0.7674033,1.073958,-0.07087735,-0.0234369,0,0,17,1348,0,1,,
0,9/13/2019 13:25,0.7674518,1.073994,-0.07082888,-0.02340096,0,0,17,1348,0,1,,
0,9/13/2019 13:30,0.7675735,1.074101,-0.07070708,-0.02329353,0,0,17,1348,0,1,,
0,9/13/2019 13:35,0.7674025,1.074091,-0.07087813,-0.02330351,0,0,17,1348,0,1,,
0,9/13/2019 13:40,0.7674204,1.074153,-0.07086028,-0.02324203,0,0,17,1348,0,1,,
0,9/13/2019 13:45,0.7674738,1.074057,-0.07080691,-0.0233378,0,0,17,1348,0,1,,
0,9/13/2019 13:50,0.7673678,1.073979,-0.07091286,-0.0234156,0,0,17,1348,0,1,,
0,9/13/2019 13:55,0.7675211,1.073987,-0.07075953,-0.02340786,0,0,17,1348,0,1,,
0,9/13/2019 14:00,0.7674869,1.074022,-0.07079377,-0.02337294,0,0,17,1348,0,1,,
0,9/13/2019 14:05,0.7672291,1.073976,-0.07105158,-0.02341843,0,0,17,1348,0,1,,
0,9/13/2019 14:10,0.7672909,1.07399,-0.07098977,-0.02340532,0,0,17,1348,0,1,,
0,9/13/2019 14:15,0.7674327,1.073966,-0.07084794,-0.02342921,0,0,17,1348,0,1,,
0,9/13/2019 14:20,0.7673975,1.073931,-0.07088324,-0.02346337,0,0,17,1348,0,1,,
0,9/13/2019 14:25,0.7673537,1.073876,-0.07092698,-0.02351848,0,0,17,1348,0,1,,
0,9/13/2019 14:30,0.7673565,1.073969,-0.07092418,-0.02342555,0,0,17,1348,0,1,,
0,9/13/2019 14:35,0.7675437,1.073913,-0.07073691,-0.02348182,0,0,17,1348,0,1,,
0,9/13/2019 14:40,0.7674056,1.074174,-0.07087506,-0.02322039,0,0,17,1348,0,1,,
0,9/13/2019 14:45,0.7676916,1.073999,-0.070589,-0.02339588,0,0,17,1348,0,1,,
0,9/13/2019 14:50,0.7674868,1.074228,-0.07079382,-0.02316642,0,0,17,1348,0,1,,
0,9/13/2019 14:55,0.7673679,1.074022,-0.07091276,-0.02337329,0,0,17,1348,0,1,,
0,9/13/2019 15:00,0.7673299,1.074096,-0.07095081,-0.02329886,0,0,17,1348,0,1,,
0,9/13/2019 15:05,0.7673472,1.073915,-0.07093348,-0.02347943,0,0,17,1348,0,1,,
0,9/13/2019 15:10,0.7672831,1.07409,-0.07099757,-0.02330473,0,0,17,1348,0,1,,
0,9/13/2019 15:15,0.7671468,1.073918,-0.07113384,-0.02347663,0,0,17,1348,0,1,,
0,9/13/2019 15:20,0.7674413,1.073928,-0.07083937,-0.02346653,0,0,17,1348,0,1,,
0,9/13/2019 15:25,0.767347,1.07409,-0.07093371,-0.0233044,0,0,17,1348,0,1,,
0,9/13/2019 15:30,0.7673413,1.073919,-0.07093941,-0.0234754,0,0,17,1348,0,1,,
0,9/13/2019 15:35,0.7670824,1.073947,-0.07119823,-0.02344738,0,0,17,1348,0,1,,
0,9/13/2019 15:40,0.7672228,1.073884,-0.07105789,-0.0235104,0,0,17,1348,0,1,,
0,9/13/2019 15:45,0.7673681,1.07404,-0.07091249,-0.02335446,0,0,17,1348,0,1,,
0,9/13/2019 15:50,0.7673962,1.074051,-0.07088444,-0.02334389,0,0,17,1348,0,1,,
0,9/13/2019 15:55,0.7675818,1.073958,-0.07069893,-0.02343703,0,0,17,1348,0,1,,
0,9/13/2019 16:00,0.7675584,1.074142,-0.0707222,-0.02325269,0,0,17,1348,0,1,,
0,9/13/2019 16:05,0.7672324,1.07411,-0.07104823,-0.02328451,0,0,17,1348,0,1,,
0,9/13/2019 16:10,0.7675295,1.073968,-0.07075115,-0.02342648,0,0,17,1348,0,1,,
0,9/13/2019 16:15,0.7674033,1.073987,-0.07087737,-0.0234077,0,0,17,1348,0,1,,
0,9/13/2019 16:20,0.7673581,1.074032,-0.07092255,-0.02336307,0,0,17,1348,0,1,,
0,9/13/2019 16:25,0.7673348,1.073855,-0.07094584,-0.02353944,0,0,17,1348,0,1,,
0,9/13/2019 16:30,0.7672058,1.074064,-0.07107489,-0.0233303,0,0,17,1348,0,1,,
0,9/13/2019 16:35,0.7676253,1.073944,-0.07065534,-0.02345103,0,0,17,1348,0,1,,
0,9/13/2019 16:40,0.7674969,1.074003,-0.07078379,-0.02339127,0,0,17,1348,0,1,,
0,9/13/2019 16:45,0.7673765,1.074157,-0.07090411,-0.02323796,0,0,17,1348,0,1,,
0,9/13/2019 16:50,0.7675388,1.073781,-0.07074185,-0.02361326,0,0,17,1348,0,1,,
0,9/13/2019 16:55,0.7674353,1.074077,-0.07084538,-0.02331804,0,0,17,1348,0,1,,
0,9/13/2019 17:00,0.7674031,1.074079,-0.07087756,-0.0233156,0,0,17,1348,0,1,,
0,9/13/2019 17:05,0.7672516,1.074137,-0.07102907,-0.02325756,0,0,17,1348,0,1,,
0,9/13/2019 17:10,0.767157,1.074011,-0.0711236,-0.02338359,0,0,17,1348,0,1,,
0,9/13/2019 17:15,0.7673842,1.074007,-0.07089651,-0.02338791,0,0,17,1348,0,1,,
0,9/13/2019 17:20,0.7675146,1.073922,-0.070766,-0.02347284,0,0,17,1348,0,1,,
0,9/13/2019 17:25,0.7674283,1.073837,-0.07085238,-0.0235574,0,0,17,1348,0,1,,
0,9/13/2019 17:30,0.7672848,1.074002,-0.07099583,-0.02339243,0,0,17,1348,0,1,,
0,9/13/2019 17:35,0.7672507,1.074044,-0.07103001,-0.0233512,0,0,17,1348,0,1,,
0,9/13/2019 17:40,0.7674368,1.074099,-0.07084384,-0.02329601,0,0,17,1348,0,1,,
0,9/13/2019 17:45,0.7672976,1.0739,-0.07098302,-0.02349431,0,0,17,1348,0,1,,
0,9/13/2019 17:50,0.7673061,1.07398,-0.07097458,-0.02341433,0,0,17,1348,0,1,,
0,9/13/2019 17:55,0.7673625,1.074053,-0.07091814,-0.02334131,0,0,17,1348,0,1,,
0,9/13/2019 18:00,0.7674003,1.07411,-0.07088037,-0.02328432,0,0,17,1348,0,1,,
0,9/13/2019 18:05,0.767266,1.074014,-0.07101464,-0.02338109,0,0,17,1348,0,1,,
0,9/13/2019 18:10,0.7673156,1.07402,-0.07096502,-0.02337515,0,0,17,1348,0,1,,
0,9/13/2019 18:15,0.767373,1.074037,-0.07090768,-0.02335772,0,0,17,1348,0,1,,
0,9/13/2019 18:20,0.7673407,1.074062,-0.07093997,-0.02333289,0,0,17,1348,0,1,,
0,9/13/2019 18:25,0.7672947,1.07393,-0.07098593,-0.02346505,0,0,17,1348,0,1,,
0,9/13/2019 18:30,0.7672412,1.074036,-0.07103947,-0.02335891,0,0,17,1348,0,1,,
0,9/13/2019 18:35,0.7674751,1.073961,-0.07080551,-0.0234333,0,0,17,1348,0,1,,
0,9/13/2019 18:40,0.76727,1.074112,-0.0710107,-0.02328249,0,0,17,1348,0,1,,
0,9/13/2019 18:45,0.7673469,1.074054,-0.07093378,-0.02334043,0,0,17,1348,0,1,,
0,9/13/2019 18:50,0.7673882,1.073958,-0.07089245,-0.02343642,0,0,17,1348,0,1,,
0,9/13/2019 18:55,0.7671874,1.073931,-0.07109323,-0.02346416,0,0,17,1348,0,1,,
0,9/13/2019 19:00,0.7673017,1.073879,-0.07097896,-0.02351602,0,0,17,1348,0,1,,
0,9/13/2019 19:05,0.7672092,1.074091,-0.07107144,-0.02330407,0,0,17,1348,0,1,,
0,9/13/2019 19:10,0.7672111,1.073924,-0.07106952,-0.02347078,0,0,17,1348,0,1,,
0,9/13/2019 19:15,0.7671859,1.074067,-0.07109475,-0.02332781,0,0,17,1348,0,1,,
0,9/13/2019 19:20,0.7673175,1.073921,-0.07096314,-0.02347363,0,0,17,1348,0,1,,
0,9/13/2019 19:25,0.7673867,1.073959,-0.07089393,-0.02343616,0,0,17,1348,0,1,,
0,9/13/2019 19:30,0.7673464,1.074144,-0.07093424,-0.02325057,0,0,17,1348,0,1,,
0,9/13/2019 19:35,0.7672538,1.073944,-0.07102687,-0.02345117,0,0,17,1348,0,1,,
0,9/13/2019 19:40,0.7673231,1.07399,-0.07095756,-0.02340453,0,0,17,1348,0,1,,
0,9/13/2019 19:45,0.7674892,1.074036,-0.07079147,-0.02335892,0,0,17,1348,0,1,,
0,9/13/2019 19:50,0.7674476,1.073923,-0.07083307,-0.02347176,0,0,17,1348,0,1,,
0,9/13/2019 19:55,0.7672004,1.074026,-0.07108032,-0.02336918,0,0,17,1348,0,1,,
0,9/13/2019 20:00,0.7670953,1.074128,-0.07118531,-0.02326719,0,0,17,1348,0,1,,
0,9/13/2019 20:05,0.7673123,1.073925,-0.07096826,-0.02347012,0,0,17,1348,0,1,,
0,9/13/2019 20:10,0.7674109,1.074041,-0.07086977,-0.0233536,0,0,17,1348,0,1,,
0,9/13/2019 20:15,0.7672874,1.074058,-0.07099317,-0.02333665,0,0,17,1348,0,1,,
0,9/13/2019 20:20,0.7673694,1.073987,-0.0709112,-0.02340759,0,0,17,1348,0,1,,
0,9/13/2019 20:25,0.7675645,1.074164,-0.07071613,-0.02323104,0,0,17,1348,0,1,,
0,9/13/2019 20:30,0.7672759,1.074144,-0.07100467,-0.02325077,0,0,17,1348,0,1,,
0,9/13/2019 20:35,0.7673486,1.074027,-0.07093196,-0.02336816,0,0,17,1348,0,1,,
0,9/13/2019 20:40,0.7673961,1.074085,-0.07088456,-0.02330992,0,0,17,1348,0,1,,
0,9/13/2019 20:45,0.7675349,1.074076,-0.07074584,-0.02331841,0,0,17,1348,0,1,,
0,9/13/2019 20:50,0.7675734,1.073974,-0.07070728,-0.02342036,0,0,17,1348,0,1,,
0,9/13/2019 20:55,0.7676196,1.073935,-0.07066109,-0.02346001,0,0,17,1348,0,1,,
0,9/13/2019 21:00,0.7675095,1.074239,-0.07077113,-0.02315594,0,0,17,1348,0,1,,
0,9/13/2019 21:05,0.767435,1.074031,-0.07084571,-0.02336374,0,0,17,1348,0,1,,
0,9/13/2019 21:10,0.7675105,1.074218,-0.07077015,-0.02317702,0,0,17,1348,0,1,,
0,9/13/2019 21:15,0.7673693,1.074008,-0.07091136,-0.02338728,0,0,17,1348,0,1,,
0,9/13/2019 21:20,0.7675325,1.074026,-0.0707482,-0.02336842,0,0,17,1348,0,1,,
0,9/13/2019 21:25,0.7674835,1.074105,-0.07079713,-0.02328962,0,0,17,1348,0,1,,
0,9/13/2019 21:30,0.7674906,1.074061,-0.07079007,-0.02333342,0,0,17,1348,0,1,,
0,9/13/2019 21:35,0.767572,1.073954,-0.07070868,-0.02344043,0,0,17,1348,0,1,,
0,9/13/2019 21:40,0.7674818,1.074121,-0.07079882,-0.02327331,0,0,17,1348,0,1,,
0,9/13/2019 21:45,0.7672579,1.074188,-0.07102277,-0.02320668,0,0,17,1348,0,1,,
0,9/13/2019 21:50,0.7674859,1.07402,-0.07079469,-0.0233748,0,0,17,1348,0,1,,
0,9/13/2019 21:55,0.7674515,1.074037,-0.07082907,-0.02335748,0,0,17,1348,0,1,,
0,9/13/2019 22:00,0.7675222,1.07397,-0.07075838,-0.02342459,0,0,17,1348,0,1,,
0,9/13/2019 22:05,0.7673914,1.074197,-0.0708892,-0.02319763,0,0,17,1348,0,1,,
0,9/13/2019 22:10,0.7675474,1.073988,-0.07073328,-0.02340636,0,0,17,1348,0,1,,
0,9/13/2019 22:15,0.7674447,1.074212,-0.07083587,-0.02318307,0,0,17,1348,0,1,,
0,9/13/2019 22:20,0.7676033,1.074197,-0.07067733,-0.02319768,0,0,17,1348,0,1,,
0,9/13/2019 22:25,0.7675344,1.074134,-0.07074621,-0.0232608,0,0,17,1348,0,1,,
0,9/13/2019 22:30,0.7675021,1.074177,-0.07077849,-0.02321741,0,0,17,1348,0,1,,
0,9/13/2019 22:35,0.7675065,1.07403,-0.07077419,-0.02336507,0,0,17,1348,0,1,,
0,9/13/2019 22:40,0.7674627,1.074061,-0.07081792,-0.0233337,0,0,17,1348,0,1,,
0,9/13/2019 22:45,0.7673849,1.07415,-0.07089567,-0.02324445,0,0,17,1348,0,1,,
0,9/13/2019 22:50,0.7675399,1.074041,-0.07074077,-0.02335369,0,0,17,1348,0,1,,
0,9/13/2019 22:55,0.7674984,1.074187,-0.07078227,-0.02320737,0,0,17,1348,0,1,,
0,9/13/2019 23:00,0.7672554,1.074117,-0.07102527,-0.02327776,0,0,17,1348,0,1,,
0,9/13/2019 23:05,0.7673383,1.074017,-0.07094235,-0.02337727,0,0,17,1348,0,1,,
0,9/13/2019 23:10,0.7674382,1.074054,-0.07084242,-0.02334087,0,0,17,1348,0,1,,
0,9/13/2019 23:15,0.7672116,1.074108,-0.07106903,-0.02328708,0,0,17,1348,0,1,,
0,9/13/2019 23:20,0.7674343,1.074038,-0.07084633,-0.02335627,0,0,17,1348,0,1,,
0,9/13/2019 23:25,0.7674124,1.07409,-0.07086829,-0.02330428,0,0,17,1348,0,1,,
0,9/13/2019 23:30,0.7673771,1.074159,-0.0709035,-0.02323579,0,0,17,1348,0,1,,
0,9/13/2019 23:35,0.7674012,1.074051,-0.07087948,-0.02334348,0,0,17,1348,0,1,,
0,9/13/2019 23:40,0.7672943,1.074087,-0.07098636,-0.02330785,0,0,17,1348,0,1,,
0,9/13/2019 23:45,0.7675565,1.074022,-0.07072404,-0.02337319,0,0,17,1348,0,1,,
0,9/13/2019 23:50,0.7676253,1.074153,-0.07065532,-0.02324181,0,0,17,1348,0,1,,
0,9/13/2019 23:55,0.7673681,1.074134,-0.07091249,-0.02326078,0,0,17,1348,0,1,,
