,TOA5 Idea school Asphalt CR 1000,91193,CR1000.Std.32.03,CPU:Asphalt_20190312.CR1,42731,Hydro,,,,,
Rain_in_Tot,TIMESTAMP,AnoC_Level_Avg,AC_Level_Avg,AnoC_Stage_Avg,AC_Stage_Avg,AnoC_Flow_Avg,AC_Flow_Avg,AnoC_Sample_Pulses_Max,AC_Sample_Pulses_Max,AnoC_GoodSample_Max,AC_GoodSample_Max
In,TS,Ft,Ft,Ft,Ft,GPM,GPM,Pulses,Pulses,Samples,Samples
Tot,,Avg,Avg,Avg,Avg,Avg,Avg,Max,Max,Max,Max
0,9/19/2019 5:40,1.027531,1.183117,-0.04541702,0.1687924,0,19.5773,1,2,0,0
0,9/19/2019 5:45,1.027668,1.183065,-0.04527979,0.1687401,0,19.56326,1,2,0,0
0,9/19/2019 5:50,1.027547,1.183234,-0.04540075,0.1689095,0,19.60823,1,2,0,0
0,9/19/2019 5:55,1.027544,1.183023,-0.04540359,0.1686979,0,19.55216,1,2,0,0
0,9/19/2019 6:00,1.027495,1.183195,-0.04545307,0.1688702,0,19.59782,1,2,0,0
0,9/19/2019 6:05,1.027773,1.183199,-0.04517505,0.1688738,0,19.59879,1,2,0,0
0,9/19/2019 6:10,1.027522,1.183014,-0.04542557,0.1686894,0,19.54988,1,2,0,0
0,9/19/2019 6:15,1.02756,1.182959,-0.0453883,0.1686342,0,19.53523,1,2,0,0
0,9/19/2019 6:20,1.027472,1.183173,-0.04547597,0.168848,0,19.592,1,2,0,0
0,9/19/2019 6:25,1.027758,1.183121,-0.04518932,0.1687961,0,19.57816,1,2,0,0
0,9/19/2019 6:30,1.027468,1.182963,-0.04547964,0.1686385,0,19.53633,1,2,0,0
0,9/19/2019 6:35,1.027504,1.183159,-0.04544374,0.1688338,0,19.58815,1,2,0,0
0,9/19/2019 6:40,1.027469,1.183029,-0.04547917,0.1687038,0,19.55372,1,2,0,0
0,9/19/2019 6:45,1.027374,1.183045,-0.04557425,0.1687198,0,19.55794,1,2,0,0
0,9/19/2019 6:50,1.027243,1.183094,-0.04570485,0.1687694,0,19.57109,1,2,0,0
0,9/19/2019 6:55,1.027372,1.183061,-0.04557635,0.1687357,0,19.56218,1,2,0,0
0,9/19/2019 7:00,1.027323,1.183069,-0.04562481,0.1687438,0,19.56431,1,2,0,0
0,9/19/2019 7:05,1.02759,1.183125,-0.04535763,0.1688001,0,19.57931,1,2,0,0
0,9/19/2019 7:10,1.02745,1.183,-0.04549744,0.168675,0,19.54601,1,2,0,0
0,9/19/2019 7:15,1.027345,1.183103,-0.04560254,0.1687783,0,19.57343,1,2,0,0
0,9/19/2019 7:20,1.027394,1.183156,-0.04555421,0.1688307,0,19.5874,1,2,0,0
0,9/19/2019 7:25,1.027498,1.183093,-0.04544955,0.1687684,0,19.57079,1,2,0,0
0,9/19/2019 7:30,1.027452,1.18322,-0.04549615,0.1688954,0,19.60455,1,2,0,0
0,9/19/2019 7:35,1.027431,1.183124,-0.04551731,0.1687993,0,19.57904,1,2,0,0
0,9/19/2019 7:40,1.027327,1.183177,-0.04562039,0.1688521,0,19.59303,1,2,0,0
0,9/19/2019 7:45,1.027322,1.183303,-0.04562541,0.1689779,0,19.62643,1,2,0,0
0,9/19/2019 7:50,1.027234,1.182932,-0.04571394,0.1686067,0,19.52796,1,2,0,0
0,9/19/2019 7:55,1.027141,1.183018,-0.04580661,0.1686936,0,19.551,1,2,0,0
0,9/19/2019 8:00,1.027152,1.183007,-0.04579581,0.1686825,0,19.54803,1,2,0,0
0,9/19/2019 8:05,1.027148,1.183124,-0.04579938,0.1687993,0,19.57898,1,2,0,0
0,9/19/2019 8:10,1.027278,1.182967,-0.04566965,0.1686422,0,19.53736,1,2,0,0
0,9/19/2019 8:15,1.027153,1.183065,-0.04579456,0.1687403,0,19.56336,1,2,0,0
0,9/19/2019 8:20,1.026933,1.183097,-0.04601523,0.1687718,0,19.57169,1,2,0,0
0,9/19/2019 8:25,1.027063,1.182764,-0.04588534,0.168439,0,19.48351,1,2,0,0
0,9/19/2019 8:30,1.027261,1.182973,-0.04568646,0.1686478,0,19.53886,1,2,0,0
0,9/19/2019 8:35,1.027112,1.18286,-0.04583631,0.1685352,0,19.50899,1,2,0,0
0,9/19/2019 8:40,1.027083,1.183025,-0.04586454,0.1686996,0,19.55259,1,2,0,0
0,9/19/2019 8:45,1.027053,1.183063,-0.04589478,0.1687382,0,19.5628,1,2,0,0
0,9/19/2019 8:50,1.026967,1.182873,-0.04598094,0.1685479,0,19.51237,1,2,0,0
0,9/19/2019 8:55,1.026989,1.183021,-0.04595931,0.1686963,0,19.55166,1,2,0,0
0,9/19/2019 9:00,1.027072,1.182767,-0.04587571,0.1684424,0,19.48438,1,2,0,0
0,9/19/2019 9:05,1.027176,1.183038,-0.04577202,0.1687132,0,19.5562,1,2,0,0
0,9/19/2019 9:10,1.027031,1.182797,-0.04591705,0.1684719,0,19.49219,1,2,0,0
0,9/19/2019 9:15,1.026844,1.182783,-0.04610403,0.1684584,0,19.48862,1,2,0,0
0,9/19/2019 9:20,1.026554,1.18293,-0.04639337,0.1686055,0,19.52762,1,2,0,0
0,9/19/2019 9:25,1.026774,1.182745,-0.04617362,0.1684197,0,19.47831,1,2,0,0
0,9/19/2019 9:30,1.027074,1.182976,-0.04587359,0.1686514,0,19.53974,1,2,0,0
0,9/19/2019 9:35,1.026742,1.182822,-0.04620622,0.1684968,0,19.49875,1,2,0,0
0,9/19/2019 9:40,1.026764,1.182886,-0.04618408,0.1685614,0,19.51593,1,2,0,0
0,9/19/2019 9:45,1.026744,1.182802,-0.04620336,0.1684768,0,19.49346,1,2,0,0
0,9/19/2019 9:50,1.026882,1.182905,-0.04606602,0.1685802,0,19.5209,1,2,0,0
0,9/19/2019 9:55,1.026914,1.182683,-0.04603334,0.1683585,0,19.46215,1,2,0,0
0,9/19/2019 10:00,1.026581,1.182814,-0.04636641,0.1684887,0,19.49658,1,2,0,0
0,9/19/2019 10:05,1.026803,1.182857,-0.04614448,0.1685324,0,19.5082,1,2,0,0
0,9/19/2019 10:10,1.026596,1.18277,-0.04635204,0.1684447,0,19.48502,1,2,0,0
0,9/19/2019 10:15,1.02641,1.182707,-0.04653748,0.1683823,0,19.4684,1,2,0,0
0,9/19/2019 10:20,1.026537,1.182616,-0.04641109,0.1682907,0,19.44418,1,2,0,0
0,9/19/2019 10:25,1.026751,1.182644,-0.04619638,0.1683188,0,19.4516,1,2,0,0
0,9/19/2019 10:30,1.026644,1.18268,-0.0463035,0.1683547,0,19.46108,1,2,0,0
0,9/19/2019 10:35,1.026661,1.182753,-0.0462868,0.1684282,0,19.48057,1,2,0,0
0,9/19/2019 10:40,1.026709,1.18282,-0.04623852,0.1684948,0,19.49824,1,2,0,0
0,9/19/2019 10:45,1.026475,1.182842,-0.04647247,0.1685169,0,19.50409,1,2,0,0
0,9/19/2019 10:50,1.026645,1.182528,-0.04630317,0.1682034,0,19.42103,1,2,0,0
0,9/19/2019 10:55,1.026466,1.182716,-0.04648216,0.1683914,0,19.47085,1,2,0,0
0,9/19/2019 11:00,1.026627,1.182636,-0.0463204,0.1683113,0,19.44956,1,2,0,0
0,9/19/2019 11:05,1.026473,1.182884,-0.04647503,0.1685594,0,19.51533,1,2,0,0
0,9/19/2019 11:10,1.026736,1.182788,-0.04621221,0.1684633,0,19.48986,1,2,0,0
0,9/19/2019 11:15,1.026798,1.183019,-0.04614992,0.1686945,0,19.55125,1,2,0,0
0,9/19/2019 11:20,1.02646,1.182695,-0.04648776,0.1683705,0,19.46528,1,2,0,0
0,9/19/2019 11:25,1.026465,1.182737,-0.04648238,0.168412,0,19.47631,1,2,0,0
0,9/19/2019 11:30,1.026476,1.18279,-0.0464717,0.168465,0,19.49026,1,2,0,0
0,9/19/2019 11:35,1.026503,1.182612,-0.04644516,0.1682873,0,19.44327,1,2,0,0
0,9/19/2019 11:40,1.026444,1.182523,-0.04650366,0.1681983,0,19.41966,1,2,0,0
0,9/19/2019 11:45,1.026159,1.182798,-0.04678924,0.1684727,0,19.49237,1,2,0,0
0,9/19/2019 11:50,1.026322,1.182645,-0.04662603,0.1683201,0,19.45191,1,2,0,0
0,9/19/2019 11:55,1.026449,1.182672,-0.04649837,0.1683473,0,19.45913,1,2,0,0
0,9/19/2019 12:00,1.026277,1.18263,-0.04667071,0.1683052,0,19.44802,1,2,0,0
0,9/19/2019 12:05,1.026187,1.18264,-0.04676038,0.1683152,0,19.45063,1,2,0,0
0,9/19/2019 12:10,1.026445,1.182528,-0.04650287,0.1682031,0,19.42097,1,2,0,0
0,9/19/2019 12:15,1.026304,1.182573,-0.04664435,0.1682478,0,19.43282,1,2,0,0
0,9/19/2019 12:20,1.026613,1.182788,-0.04633503,0.1684627,0,19.48978,1,2,0,0
0,9/19/2019 12:25,1.026456,1.182878,-0.0464921,0.168553,0,19.51375,1,2,0,0
0,9/19/2019 12:30,1.026379,1.182537,-0.04656915,0.1682119,0,19.42332,1,2,0,0
0,9/19/2019 12:35,1.026132,1.182678,-0.04681589,0.1683532,0,19.4607,1,2,0,0
0,9/19/2019 12:40,1.026153,1.182531,-0.04679502,0.168206,0,19.42179,1,2,0,0
0,9/19/2019 12:45,1.02621,1.182537,-0.04673771,0.1682123,0,19.42344,1,2,0,0
0,9/19/2019 12:50,1.026208,1.182502,-0.04673959,0.1681767,0,19.41404,1,2,0,0
0,9/19/2019 12:55,1.026246,1.182565,-0.0467015,0.16824,0,19.43073,1,2,0,0
0,9/19/2019 13:00,1.026157,1.182426,-0.04679115,0.1681014,0,19.39409,1,2,0,0
0,9/19/2019 13:05,1.026334,1.182458,-0.0466138,0.1681333,0,19.40253,1,2,0,0
0,9/19/2019 13:10,1.026366,1.182664,-0.04658198,0.1683393,0,19.45705,1,2,0,0
0,9/19/2019 13:15,1.026172,1.182748,-0.04677578,0.1684229,0,19.47919,1,2,0,0
0,9/19/2019 13:20,1.026072,1.182481,-0.04687613,0.1681559,0,19.40849,1,2,0,0
0,9/19/2019 13:25,1.02616,1.182564,-0.04678791,0.1682387,0,19.43039,1,2,0,0
0,9/19/2019 13:30,1.026182,1.182589,-0.04676627,0.1682637,0,19.43703,1,2,0,0
0,9/19/2019 13:35,1.026036,1.182495,-0.046912,0.1681706,0,19.41234,1,2,0,0
0,9/19/2019 13:40,1.02593,1.182386,-0.04701811,0.1680612,0,19.38337,1,2,0,0
0,9/19/2019 13:45,1.026259,1.182613,-0.04668902,0.1682884,0,19.44351,1,2,0,0
0,9/19/2019 13:50,1.026084,1.182647,-0.04686354,0.1683218,0,19.45238,1,2,0,0
0,9/19/2019 13:55,1.025922,1.182465,-0.04702578,0.1681405,0,19.40437,1,2,0,0
0,9/19/2019 14:00,1.025925,1.182409,-0.04702289,0.1680836,0,19.38932,1,2,0,0
0,9/19/2019 14:05,1.025933,1.182429,-0.04701461,0.1681038,0,19.39472,1,2,0,0
0,9/19/2019 14:10,1.025692,1.182419,-0.04725596,0.1680937,0,19.392,1,2,0,0
0,9/19/2019 14:15,1.025797,1.182304,-0.04715044,0.1679786,0,19.36151,1,2,0,0
0,9/19/2019 14:20,1.025939,1.182489,-0.04700845,0.1681643,0,19.41072,1,2,0,0
0,9/19/2019 14:25,1.025632,1.182518,-0.04731585,0.1681934,0,19.41834,1,2,0,0
0,9/19/2019 14:30,1.026025,1.182575,-0.04692279,0.1682496,0,19.43327,1,2,0,0
0,9/19/2019 14:35,1.025913,1.182405,-0.04703487,0.1680799,0,19.38833,1,2,0,0
0,9/19/2019 14:40,1.025927,1.18231,-0.0470207,0.167985,0,19.36326,1,2,0,0
0,9/19/2019 14:45,1.025987,1.182344,-0.04696081,0.1680191,0,19.37226,1,2,0,0
0,9/19/2019 14:50,1.025647,1.182481,-0.04730125,0.1681564,0,19.40864,1,2,0,0
0,9/19/2019 14:55,1.025905,1.182425,-0.04704288,0.1680999,0,19.39369,1,2,0,0
0,9/19/2019 15:00,1.025962,1.182477,-0.04698619,0.1681517,0,19.40738,1,2,0,0
0,9/19/2019 15:05,1.025876,1.182513,-0.04707184,0.1681883,0,19.41708,1,2,0,0
0,9/19/2019 15:10,1.025699,1.182302,-0.04724865,0.1679774,0,19.36129,1,2,0,0
0,9/19/2019 15:15,1.02581,1.182251,-0.04713838,0.1679263,0,19.34772,1,2,0,0
0,9/19/2019 15:20,1.025947,1.18254,-0.04700089,0.1682153,0,19.42428,1,2,0,0
0,9/19/2019 15:25,1.025855,1.182345,-0.04709309,0.16802,0,19.37253,1,2,0,0
0,9/19/2019 15:30,1.025927,1.182533,-0.0470207,0.1682081,0,19.42235,1,2,0,0
0,9/19/2019 15:35,1.025869,1.182372,-0.04707837,0.168047,0,19.37965,1,2,0,0
0,9/19/2019 15:40,1.025904,1.182367,-0.04704406,0.1680425,0,19.37844,1,2,0,0
0,9/19/2019 15:45,1.02559,1.182491,-0.04735804,0.1681659,0,19.41106,1,2,0,0
0,9/19/2019 15:50,1.025522,1.182301,-0.04742594,0.1679763,0,19.36092,1,2,0,0
0,9/19/2019 15:55,1.025638,1.182366,-0.04730965,0.1680412,0,19.37808,1,2,0,0
0,9/19/2019 16:00,1.025598,1.18231,-0.04735017,0.1679853,0,19.36331,1,2,0,0
0,9/19/2019 16:05,1.025647,1.182405,-0.04730105,0.1680804,0,19.38852,1,2,0,0
0,9/19/2019 16:10,1.025477,1.182441,-0.04747044,0.1681165,0,19.39801,1,2,0,0
0,9/19/2019 16:15,1.025793,1.182489,-0.04715449,0.1681646,0,19.41072,1,2,0,0
0,9/19/2019 16:20,1.025815,1.182472,-0.04713278,0.1681475,0,19.40621,1,2,0,0
0,9/19/2019 16:25,1.025619,1.182357,-0.04732919,0.168032,0,19.37568,1,2,0,0
0,9/19/2019 16:30,1.025722,1.182571,-0.04722593,0.1682457,0,19.4323,1,2,0,0
0,9/19/2019 16:35,1.025673,1.18268,-0.04727449,0.1683552,0,19.46128,1,2,0,0
0,9/19/2019 16:40,1.025781,1.182479,-0.04716729,0.1681542,0,19.40806,1,2,0,0
0,9/19/2019 16:45,1.025831,1.18245,-0.04711737,0.1681254,0,19.40037,1,2,0,0
0,9/19/2019 16:50,1.025793,1.182525,-0.04715514,0.1681997,0,19.42007,1,2,0,0
0,9/19/2019 16:55,1.025812,1.182485,-0.04713605,0.1681603,0,19.40964,1,2,0,0
0,9/19/2019 17:00,1.025933,1.182526,-0.04701523,0.1682007,0,19.42034,1,2,0,0
0,9/19/2019 17:05,1.025735,1.182451,-0.04721256,0.1681259,0,19.40055,1,2,0,0
0,9/19/2019 17:10,1.025557,1.182403,-0.04739125,0.1680786,0,19.38804,1,2,0,0
0,9/19/2019 17:15,1.025731,1.182522,-0.04721714,0.1681975,0,19.41955,1,2,0,0
0,9/19/2019 17:20,1.025836,1.182517,-0.0471123,0.1681919,0,19.41805,1,2,0,0
0,9/19/2019 17:25,1.025746,1.182631,-0.04720199,0.1683063,0,19.44828,1,2,0,0
0,9/19/2019 17:30,1.025599,1.182504,-0.04734848,0.1681789,0,19.41463,1,2,0,0
0,9/19/2019 17:35,1.025552,1.182337,-0.04739612,0.168012,0,19.37044,1,2,0,0
0,9/19/2019 17:40,1.025519,1.182369,-0.04742901,0.1680436,0,19.37874,1,2,0,0
0,9/19/2019 17:45,1.025429,1.182434,-0.04751879,0.1681095,0,19.39619,1,2,0,0
0,9/19/2019 17:50,1.025544,1.182395,-0.04740403,0.1680702,0,19.38581,1,2,0,0
0,9/19/2019 17:55,1.025563,1.182377,-0.04738449,0.1680516,0,19.38087,1,2,0,0
0,9/19/2019 18:00,1.025482,1.182219,-0.04746575,0.167894,0,19.3392,1,2,0,0
0,9/19/2019 18:05,1.025494,1.1824,-0.04745374,0.1680753,0,19.38711,1,2,0,0
0,9/19/2019 18:10,1.025497,1.182455,-0.04745048,0.16813,0,19.40159,1,2,0,0
0,9/19/2019 18:15,1.025469,1.182558,-0.04747888,0.1682336,0,19.42902,1,2,0,0
0,9/19/2019 18:20,1.025572,1.182442,-0.04737543,0.1681169,0,19.39817,1,2,0,0
0,9/19/2019 18:25,1.02536,1.182388,-0.04758779,0.1680633,0,19.38396,1,2,0,0
0,9/19/2019 18:30,1.025664,1.182397,-0.04728417,0.1680721,0,19.38633,1,2,0,0
0,9/19/2019 18:35,1.025474,1.18239,-0.04747387,0.168065,0,19.38445,1,2,0,0
0,9/19/2019 18:40,1.025468,1.182546,-0.04747949,0.1682209,0,19.4257,1,2,0,0
0,9/19/2019 18:45,1.025524,1.182542,-0.04742401,0.1682175,0,19.42475,1,2,0,0
0,9/19/2019 18:50,1.025794,1.182489,-0.0471535,0.1681642,0,19.4107,1,2,0,0
0,9/19/2019 18:55,1.025618,1.182636,-0.04732953,0.1683117,0,19.44979,1,2,0,0
0,9/19/2019 19:00,1.025489,1.182436,-0.04745884,0.1681112,0,19.39669,1,2,0,0
0,9/19/2019 19:05,1.02552,1.182613,-0.0474276,0.1682885,0,19.44358,1,2,0,0
0,9/19/2019 19:10,1.02528,1.182551,-0.04766818,0.1682264,0,19.42719,1,2,0,0
0,9/19/2019 19:15,1.025438,1.182484,-0.04750952,0.1681589,0,19.40926,1,2,0,0
0,9/19/2019 19:20,1.025707,1.182541,-0.04724131,0.1682157,0,19.4243,1,2,0,0
0,9/19/2019 19:25,1.025357,1.182488,-0.04759089,0.1681633,0,19.41041,1,2,0,0
0,9/19/2019 19:30,1.025605,1.182608,-0.04734261,0.1682829,0,19.44216,1,2,0,0
0,9/19/2019 19:35,1.025505,1.182649,-0.04744271,0.1683246,0,19.45316,1,2,0,0
0,9/19/2019 19:40,1.025208,1.182417,-0.04773982,0.1680917,0,19.39143,1,2,0,0
0,9/19/2019 19:45,1.025406,1.182675,-0.0475415,0.1683504,0,19.45996,1,2,0,0
0,9/19/2019 19:50,1.025254,1.182324,-0.0476943,0.1679987,0,19.36687,1,2,0,0
0,9/19/2019 19:55,1.025352,1.182425,-0.04759614,0.1681003,0,19.39376,1,2,0,0
0,9/19/2019 20:00,1.025224,1.182489,-0.04772377,0.1681637,0,19.41053,1,2,0,0
0,9/19/2019 20:05,1.025317,1.182575,-0.04763086,0.1682498,0,19.43329,1,2,0,0
0,9/19/2019 20:10,1.025313,1.182455,-0.0476344,0.1681306,0,19.40178,1,2,0,0
0,9/19/2019 20:15,1.025176,1.182607,-0.04777221,0.1682826,0,19.44201,1,2,0,0
0,9/19/2019 20:20,1.025217,1.182461,-0.04773055,0.1681361,0,19.40323,1,2,0,0
0,9/19/2019 20:25,1.025517,1.182636,-0.04743065,0.1683111,0,19.44962,1,2,0,0
0,9/19/2019 20:30,1.025303,1.182487,-0.04764519,0.1681627,0,19.41031,1,2,0,0
0,9/19/2019 20:35,1.025449,1.182526,-0.04749904,0.1682008,0,19.42034,1,2,0,0
0,9/19/2019 20:40,1.025295,1.182624,-0.04765234,0.1682987,0,19.44633,1,2,0,0
0,9/19/2019 20:45,1.025127,1.182469,-0.04782102,0.1681439,0,19.40533,1,2,0,0
0,9/19/2019 20:50,1.025231,1.182463,-0.04771734,0.1681386,0,19.40386,1,2,0,0
0,9/19/2019 20:55,1.025302,1.18258,-0.04764624,0.1682552,0,19.43472,1,2,0,0
0,9/19/2019 21:00,1.025137,1.182337,-0.04781038,0.168012,0,19.37039,1,2,0,0
0,9/19/2019 21:05,1.025364,1.182383,-0.04758414,0.1680581,0,19.38262,1,2,0,0
0,9/19/2019 21:10,1.025007,1.182509,-0.04794113,0.1681843,0,19.41598,1,2,0,0
0,9/19/2019 21:15,1.025618,1.1825,-0.04732954,0.1681755,0,19.41365,1,2,0,0
0,9/19/2019 21:20,1.02533,1.182503,-0.04761739,0.1681776,0,19.41425,1,2,0,0
0,9/19/2019 21:25,1.025346,1.182405,-0.04760182,0.1680805,0,19.38857,1,2,0,0
0,9/19/2019 21:30,1.025285,1.182671,-0.04766278,0.1683466,0,19.45894,1,2,0,0
0,9/19/2019 21:35,1.025118,1.18258,-0.04783035,0.1682554,0,19.43479,1,2,0,0
0,9/19/2019 21:40,1.025293,1.18266,-0.04765498,0.1683355,0,19.45601,1,2,0,0
0,9/19/2019 21:45,1.025358,1.182746,-0.04759002,0.1684215,0,19.47886,1,2,0,0
0,9/19/2019 21:50,1.025212,1.182697,-0.04773566,0.1683718,0,19.46567,1,2,0,0
0,9/19/2019 21:55,1.025012,1.182503,-0.04793542,0.1681778,0,19.41428,1,2,0,0
0,9/19/2019 22:00,1.025188,1.182499,-0.04775961,0.1681746,0,19.41346,1,2,0,0
0,9/19/2019 22:05,1.025184,1.182493,-0.04776352,0.1681679,0,19.41162,1,2,0,0
0,9/19/2019 22:10,1.025186,1.182615,-0.04776173,0.1682896,0,19.44392,1,2,0,0
0,9/19/2019 22:15,1.025036,1.182506,-0.04791215,0.1681809,0,19.41505,1,2,0,0
0,9/19/2019 22:20,1.025108,1.182483,-0.04783971,0.168158,0,19.40902,1,2,0,0
0,9/19/2019 22:25,1.025247,1.182603,-0.04770074,0.168278,0,19.4408,1,2,0,0
0,9/19/2019 22:30,1.02513,1.182647,-0.04781747,0.1683225,0,19.45261,1,2,0,0
0,9/19/2019 22:35,1.025117,1.182633,-0.04783124,0.1683084,0,19.44885,1,2,0,0
0,9/19/2019 22:40,1.025182,1.182572,-0.04776554,0.1682469,0,19.43254,1,2,0,0
0,9/19/2019 22:45,1.025083,1.182648,-0.04786504,0.1683228,0,19.45266,1,2,0,0
0,9/19/2019 22:50,1.025247,1.182714,-0.04770097,0.1683896,0,19.47037,1,2,0,0
0,9/19/2019 22:55,1.025087,1.182697,-0.04786043,0.1683725,0,19.46583,1,2,0,0
0,9/19/2019 23:00,1.025114,1.182604,-0.04783376,0.1682791,0,19.44101,1,2,0,0
0,9/19/2019 23:05,1.025244,1.182713,-0.04770374,0.1683881,0,19.46991,1,2,0,0
0,9/19/2019 23:10,1.025198,1.182474,-0.04774975,0.1681497,0,19.40686,1,2,0,0
0,9/19/2019 23:15,1.025138,1.18256,-0.04781019,0.1682349,0,19.42937,1,2,0,0
0,9/19/2019 23:20,1.025056,1.182585,-0.04789194,0.16826,0,19.43601,1,2,0,0
0,9/19/2019 23:25,1.025009,1.182698,-0.04793845,0.1683729,0,19.46588,1,2,0,0
0,9/19/2019 23:30,1.025235,1.182589,-0.04771331,0.168264,0,19.43702,1,2,0,0
0,9/19/2019 23:35,1.024981,1.182441,-0.04796709,0.168116,0,19.39792,1,2,0,0
0,9/19/2019 23:40,1.025061,1.182543,-0.04788714,0.1682184,0,19.42509,1,2,0,0
0,9/19/2019 23:45,1.025036,1.182498,-0.04791144,0.1681733,0,19.41301,1,2,0,0
0,9/19/2019 23:50,1.025063,1.182595,-0.04788504,0.1682702,0,19.43869,1,2,0,0
0,9/19/2019 23:55,1.024965,1.182619,-0.04798264,0.1682943,0,19.44519,1,2,0,0
0.01,9/20/2019 0:00,1.024912,1.182559,-0.0480353,0.1682346,0,19.42931,1,2,0,0
0,9/20/2019 0:05,1.025071,1.182779,-0.04787672,0.1684541,0,19.48743,1,2,0,0
0,9/20/2019 0:10,1.025042,1.182549,-0.04790626,0.1682237,0,19.42642,1,2,0,0
0,9/20/2019 0:15,1.024943,1.182545,-0.04800528,0.1682207,0,19.42559,1,2,0,0
0.01,9/20/2019 0:20,1.024933,1.182488,-0.04801438,0.1681628,0,19.41026,1,2,0,0
0,9/20/2019 0:25,1.024973,1.182608,-0.04797501,0.1682828,0,19.44204,1,2,0,0
0,9/20/2019 0:30,1.025009,1.182709,-0.04793911,0.1683843,0,19.46895,1,2,0,0
0,9/20/2019 0:35,1.024995,1.18258,-0.04795308,0.168255,0,19.4347,1,2,0,0
0,9/20/2019 0:40,1.024688,1.182583,-0.04825961,0.168258,0,19.43545,1,2,0,0
0,9/20/2019 0:45,1.024979,1.182538,-0.04796933,0.1682133,0,19.42363,1,2,0,0
0,9/20/2019 0:50,1.024804,1.18246,-0.04814364,0.1681356,0,19.40307,1,2,0,0
0.01,9/20/2019 0:55,1.024964,1.182449,-0.04798342,0.1681245,0,19.40015,1,2,0,0
0,9/20/2019 1:00,1.02477,1.182512,-0.04817766,0.1681871,0,19.41678,1,2,0,0
0,9/20/2019 1:05,1.024981,1.182584,-0.0479672,0.1682592,0,19.43581,1,2,0,0
0,9/20/2019 1:10,1.02492,1.182455,-0.04802758,0.1681304,0,19.40173,1,2,0,0
0,9/20/2019 1:15,1.024741,1.182613,-0.04820717,0.1682886,0,19.44357,1,2,0,0
0,9/20/2019 1:20,1.024919,1.182614,-0.04802891,0.1682892,0,19.44379,1,2,0,0
0,9/20/2019 1:25,1.024803,1.182485,-0.04814454,0.1681601,0,19.40956,1,2,0,0
0,9/20/2019 1:30,1.024917,1.182524,-0.04803078,0.1681994,0,19.41997,1,2,0,0
0,9/20/2019 1:35,1.024883,1.182521,-0.04806529,0.1681957,0,19.41903,1,2,0,0
0,9/20/2019 1:40,1.025007,1.182615,-0.0479411,0.1682898,0,19.44396,1,2,0,0
0,9/20/2019 1:45,1.024764,1.182688,-0.04818389,0.1683628,0,19.46325,1,2,0,0
0,9/20/2019 1:50,1.024772,1.18266,-0.04817573,0.1683355,0,19.45601,1,2,0,0
0,9/20/2019 1:55,1.024773,1.182701,-0.04817523,0.1683763,0,19.46679,1,2,0,0
0.01,9/20/2019 2:00,1.024916,1.182599,-0.04803206,0.1682742,0,19.43979,1,2,0,0
0,9/20/2019 2:05,1.024862,1.182644,-0.04808548,0.1683191,0,19.45163,1,2,0,0
0,9/20/2019 2:10,1.024727,1.182565,-0.04822067,0.1682398,0,19.43067,1,2,0,0
0,9/20/2019 2:15,1.024718,1.18265,-0.04822968,0.1683254,0,19.45335,1,2,0,0
0,9/20/2019 2:20,1.024826,1.182522,-0.04812159,0.1681967,0,19.41929,1,2,0,0
0,9/20/2019 2:25,1.024791,1.182523,-0.04815669,0.1681982,0,19.41965,1,2,0,0
0.01,9/20/2019 2:30,1.024618,1.182639,-0.04832945,0.1683138,0,19.45028,1,2,0,0
0,9/20/2019 2:35,1.024918,1.182701,-0.0480299,0.1683759,0,19.4668,1,2,0,0
0,9/20/2019 2:40,1.024662,1.182719,-0.0482854,0.1683939,0,19.47149,1,2,0,0
0,9/20/2019 2:45,1.02477,1.182685,-0.0481773,0.1683601,0,19.46251,1,2,0,0
0,9/20/2019 2:50,1.024688,1.182537,-0.04826007,0.1682117,0,19.42322,1,2,0,0
0,9/20/2019 2:55,1.024819,1.182606,-0.04812886,0.1682817,0,19.44174,1,2,0,0
0,9/20/2019 3:00,1.02489,1.182589,-0.04805745,0.168264,0,19.43713,1,2,0,0
0,9/20/2019 3:05,1.024574,1.18268,-0.04837357,0.1683549,0,19.46119,1,2,0,0
0,9/20/2019 3:10,1.024544,1.182509,-0.04840371,0.1681841,0,19.41594,1,2,0,0
0,9/20/2019 3:15,1.024801,1.182771,-0.04814664,0.1684459,0,19.48527,1,2,0,0
0,9/20/2019 3:20,1.024795,1.182602,-0.04815318,0.1682771,0,19.44054,1,2,0,0
0,9/20/2019 3:25,1.024778,1.182908,-0.04816997,0.1685834,0,19.52175,1,2,0,0
0,9/20/2019 3:30,1.024764,1.182716,-0.0481834,0.1683909,0,19.47068,1,2,0,0
0,9/20/2019 3:35,1.024634,1.182494,-0.04831412,0.1681688,0,19.41184,1,2,0,0
0,9/20/2019 3:40,1.024557,1.182635,-0.04839044,0.1683105,0,19.44938,1,2,0,0
0,9/20/2019 3:45,1.024726,1.182665,-0.0482218,0.1683397,0,19.45712,1,2,0,0
0,9/20/2019 3:50,1.02467,1.182743,-0.04827733,0.1684187,0,19.47808,1,2,0,0
0,9/20/2019 3:55,1.024652,1.182671,-0.04829584,0.1683464,0,19.45892,1,2,0,0
